site,jday,month,month_name,season_name,species,microhabitat,ind,phenology,cycle_phase,leaf_type,leaf_code,leaf_state,obv_temp,rev_temp,cond_obv_temp,rad_obv_temp,wind_obv_temp,METCAT_TM,METCAT_TX,SENS_TM,SENS_TX,SENS_TM2H,length,width,chl,fresh_weight,dry_weight,water_content,leaf_dens
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_66,aut_ros,ros,b,2,presenescent,19.5,19.6,NR_NW,NR,NW,19,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_67,aut_ros,ros,b,1,green,20.1,19.9333333333333,NR_NW,NR,NW,19,27.7,NA,NA,NA,14,4.5,27.0666666666667,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_67,aut_ros,ros,b,2,green,20.1,19.9,NR_NW,NR,NW,19,27.7,NA,NA,NA,4.5,0.8,14.8333333333333,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_68,aut_ros,ros,b,1,presenescent,20.3333333333333,20.3,NR_NW,NR,NW,19,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_68,aut_ros,ros,b,2,green,19.7333333333333,19.7333333333333,NR_NW,NR,NW,19,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_68,aut_ros,ros,b,3,green,19.8,19.9,NR_NW,NR,NW,19,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_69,aut_ros,ros,b,1,green,20.1333333333333,20.0666666666667,NR_NW,NR,NW,19,27.7,NA,NA,NA,20,6,30.8333333333333,0.5685,0.0754,6.539787798408488,3.7699999999999996
CJ,278,10,oct,autumn,Alliaria petiolata,C,CJ_C_69,aut_ros,ros,b,2,green,20.2333333333333,20.3333333333333,R/NR_NW,R/NR,NW,19,27.7,NA,NA,NA,14.5,6,29.1666666666667,0.4365,0.08,4.45625,5.517241379310345
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_3,veg,rep,b,1,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,17,6.3,39.9666666666667,0.9364,0.1446,5.475795297372061,8.505882352941176
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_3,veg,rep,b,2,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,14.5,6,43.7333333333333,0.8568,0.128,5.69375,8.827586206896552
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_3,veg,rep,b,3,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,8.7,4,34.6666666666667,0.3917,0.0574,5.82404181184669,6.597701149425288
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_4,veg,rep,b,1,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,7.5,4,37.9333333333333,0.3145,0.0583,4.39451114922813,7.7733333333333325
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_4,veg,rep,b,2,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,9,4,39.1333333333333,0.3562,0.0566,5.293286219081273,6.288888888888888
CJ,70,3,mar,spring,Alliaria petiolata,SO,CJ_SO_4,veg,rep,b,3,green,NA,NA,NA,NA,NA,12.5,21.4,9.95833333333333,18.5,18.5,4.5,2.5,30.6,0.1326,0.0219,5.054794520547945,4.866666666666666
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_5,rep,rep,b,1,green,19.8,18.2,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,NA,NA,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_5,rep,rep,m,2,green,20.7,21,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,NA,NA,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_5,rep,rep,a,3,green,22.2,19.5,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,NA,NA,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_6,rep,rep,b,1,green,24,23.5,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,15,6.5,39.3333333333333,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_6,rep,rep,m,2,green,24,23.7,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,12.5,7,37.8666666666667,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_6,rep,rep,a,3,green,23.7,21.5,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,5,3.5,32.5,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_7,rep,rep,b,1,green,19.1,18.2,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,8,4,28.4666666666667,0.2202,0.0349,5.30945558739255,4.3625
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_7,rep,rep,m,2,green,17.3,18.3,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,4.5,4.5,25.7,0.1193,0.0203,4.876847290640395,4.51111111111111
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_7,rep,rep,a,3,green,18.2,17.3,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,3.5,2.5,19.5,0.0742,0.0129,4.7519379844961245,3.685714285714286
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_8,rep,rep,b,1,green,16.5,16.3,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,16,6,30.6,0.6651,0.092,6.229347826086957,5.75
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_8,rep,rep,m,2,green,18.9,18.9,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,12.5,5.5,32.5333333333333,0.4519,0.0699,5.464949928469242,5.5920000000000005
CJ,85,3,mar,spring,Alliaria petiolata,SO,CJ_SO_8,rep,rep,a,3,green,16.9,15.8,"NA_NA",NA,NA,9.3,18.1,7.79166666666667,15.5,14.75,4.5,3,26.7666666666667,0.1419,0.0274,4.178832116788321,6.0888888888888895
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_9,rep,rep,b,1,green,19.3,18.9,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,12,4.5,31.6333333333333,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_9,rep,rep,m,2,green,19.5,19.7,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,7,4,26.5333333333333,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_9,rep,rep,a,3,green,21,21.7,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,4.5,3,24.4666666666667,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_10,rep,rep,b,1,green,18.8,18.5,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,NA,NA,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_10,rep,rep,m,2,green,25.7,24.3,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,NA,NA,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_10,rep,rep,a,3,green,25.8,25,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,NA,NA,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_11,rep,rep,b,1,green,19.1,19,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,5,3.5,29.3333333333333,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_11,rep,rep,m,2,green,21.6,20.5,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,6,4,26.6333333333333,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_11,rep,rep,a,3,green,21.8,21.8,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,4.5,3,23.1333333333333,0.0445,0.0163,1.7300613496932518,3.622222222222222
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_12,rep,rep,b,1,green,22.7,23.8,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,7.5,3.5,22.3333333333333,0.2053,0.0385,4.332467532467533,5.133333333333334
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_12,rep,rep,m,2,green,23.8,24.3,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,5.5,4,22.7333333333333,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SO,CJ_SO_12,rep,rep,a,3,green,24.5,24.1,"NA_W",NA,W,13.7,23.5,12.6458333333333,41.5,24.5,3.5,3,22.3,0.077,0.0185,3.1621621621621623,5.285714285714286
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_13,rep,rep,b,1,green,17.4,17,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,NA,NA,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_13,rep,rep,m,2,green,18,18,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,NA,NA,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_13,rep,rep,a,3,green,21.5,20.7,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,NA,NA,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_14,rep,rep,b,1,green,26,25.7,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,11,7,26.8,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_14,rep,rep,m,2,green,26.4,23.4,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,9.5,6.5,27.2,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_14,rep,rep,a,3,green,24,22.8,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,7,3.5,25.9333333333333,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_15,rep,rep,b,1,green,21.2,21.8,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,11.5,7.5,26.2666666666667,0.7347,0.1267,4.798737174427782,11.017391304347827
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_15,rep,rep,m,2,green,24,24.3,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,9,6.5,24.1666666666667,0.4069,0.0952,3.2741596638655457,10.577777777777778
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_15,rep,rep,a,3,green,21.4,22.8,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,7.5,4,30.4666666666667,0.19,0.045,3.2222222222222228,6
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_16,rep,rep,b,1,green,20.1,20.2,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,7.5,7,27.3333333333333,0.406,0.0649,5.2557781201849005,8.653333333333334
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_16,rep,rep,m,2,green,20.1,19.7,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,7,6,27.6,0.2921,0.0521,4.606525911708253,7.442857142857143
CJ,113,4,apr,spring,Alliaria petiolata,SO,CJ_SO_16,rep,rep,a,3,green,20.3,21,"NA_W",NA,W,13.9,22.9,12.7708333333333,32.5,30,6.5,4.5,26.4333333333333,0.1947,0.0332,4.864457831325301,5.107692307692308
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_17,rep,rep,b,1,green,15,15.2,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_17,rep,rep,m,2,green,15.1,15,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_17,rep,rep,a,3,green,15.2,15.6,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_18,rep,rep,b,1,green,19,19.2,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_18,rep,rep,m,2,green,20.2,19.8,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_18,rep,rep,a,3,green,17,17.1,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,NA,NA,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_19,rep,rep,b,1,green,15.4,15.3,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,7.5,5,29.4333333333333,0.2335,0.0342,5.827485380116959,4.5600000000000005
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_19,rep,rep,m,2,green,15.7,15.8,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,6,4,28.0333333333333,0.1442,0.0357,3.039215686274509,5.95
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_19,rep,rep,a,3,green,15.9,15.7,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,4,2.5,24.8,0.069,0.015,3.6000000000000005,3.75
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_20,rep,rep,b,1,green,17.3,19.7,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,13,8,21.3666666666667,0.673,0.0964,5.981327800829876,7.415384615384616
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_20,rep,rep,m,2,green,19.7,16.6,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,10,5.1,24.2666666666667,0.6697,0.1187,4.641954507160909,11.870000000000001
CJ,127,5,may,spring,Alliaria petiolata,SO,CJ_SO_20,rep,rep,a,3,green,18.8,18.8,NR_NA,NR,NA,14.4,21.4,12.5416666666667,20,17.25,8.2,5,28.4333333333333,0.2433,0.0535,3.547663551401869,6.52439024390244
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_21,rep,rep,b,1,green,26.4,25.4,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_21,rep,rep,m,2,green,24.3,23.9,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_21,rep,rep,a,3,green,25.3,24.7,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_22,rep,rep,b,1,green,28.7,27,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_22,rep,rep,m,2,green,27.2,27.1,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_22,rep,rep,a,3,green,27.2,26.7,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,NA,NA,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_23,rep,rep,b,1,presenescent,24,23.8,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,8.5,7,29.4,0.4263,0.0717,4.94560669456067,8.435294117647059
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_23,rep,rep,m,2,presenescent,23.3,23.2,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,8.5,7,27.3,0.4071,0.0812,4.013546798029557,9.552941176470586
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_23,rep,rep,a,3,presenescent,24.3,24.8,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,5.5,3.5,27.3333333333333,0.1232,0.0247,3.9878542510121457,4.490909090909091
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_24,rep,rep,b,1,presenescent,28.5,27.6,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,10.5,6.5,25.5333333333333,0.4861,0.1225,2.9681632653061225,11.666666666666666
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_24,rep,rep,m,2,presenescent,29.9,28.9,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,10,5.5,25.6,0.3762,0.1059,2.5524079320113313,10.59
CJ,141,5,may,spring,Alliaria petiolata,SO,CJ_SO_24,rep,rep,a,3,presenescent,27,26.2,"NA_NA",NA,NA,16.5,24.8,15.2083333333333,28,26.25,6.5,3,27.2,0.1405,0.037,2.797297297297298,5.6923076923076925
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_27,sen,rep,b,1,presenescent,29.7,29.2,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,7,6.2,14.9,0.365,0.0586,5.228668941979523,8.371428571428572
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_27,sen,rep,m,2,presenescent,29.4,29.4,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,7.5,6.5,13.9333333333333,0.361,0.0571,5.322241681260946,7.613333333333333
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_27,sen,rep,a,3,presenescent,29.3,29.3,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,6.5,5,13.2,0.226,0.033,5.848484848484849,5.076923076923077
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_28,sen,rep,b,1,presenescent,29.2,29.2,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,8,6.5,24.2,0.268,0.0475,4.642105263157895,5.9375
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_28,sen,rep,m,2,presenescent,29.1,28.9,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,7,6,25.4,0.235,0.0398,4.904522613065326,5.685714285714286
CJ,162,6,jun,summer,Alliaria petiolata,SO,CJ_SO_28,sen,rep,a,3,presenescent,29.2,29.1,"NA_NA",NA,NA,24.4,32.6,23.7291666666667,45.5,27.25,5,3.5,29.3333333333333,0.109,0.0194,4.618556701030927,3.8800000000000003
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_31,rep,rep,b,1,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,8,7,18.2,0.3805,0.1173,2.2438192668371695,14.6625
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_31,rep,rep,m,2,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,6,7.5,15.133333333333301,0.3715,0.1135,2.2731277533039647,18.916666666666668
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_31,rep,rep,a,3,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,9,6,19.3,0.3836666667,0.1157,2.3160472489196198,12.855555555555556
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_32,sen,rep,b,1,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,6,6,13.8,0.299,0.0801,2.7328339575530585,13.350000000000001
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_32,sen,rep,m,2,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,5.2,6,10.5,0.1486666667,0.0492,2.021680217479675,9.461538461538462
CJ,167,6,jun,summer,Alliaria petiolata,SO,CJ_SO_32,sen,rep,a,3,senescent,NA,NA,NA,NA,NA,25.8,33.8,24.1041666666667,36,29.75,5,3.5,8.43333333333333,0.106,0.0492,1.154471544715447,9.84
CJ,176,6,jun,summer,Alliaria petiolata,SO,CJ_SO_35,sen,rep,b,1,green,NA,NA,NA,NA,NA,23.6,30.9,23.5,31,26.5,9,7,21.6666666666667,0.445,0.0813,4.4735547355473555,9.033333333333333
CJ,176,6,jun,summer,Alliaria petiolata,SO,CJ_SO_35,sen,rep,m,2,green,NA,NA,NA,NA,NA,23.6,30.9,23.5,31,26.5,8.5,7.5,23.4666666666667,0.494,0.0842,4.866983372921616,9.905882352941177
CJ,176,6,jun,summer,Alliaria petiolata,SO,CJ_SO_35,sen,rep,a,3,green,NA,NA,NA,NA,NA,23.6,30.9,23.5,31,26.5,8,6.5,21.2666666666667,0.365,0.0725,4.0344827586206895,9.0625
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_36,sum_ros,ros,b,1,senescent,32.5,32.1333333333333,R_W,R,W,23.9,34.7,23.1875,40.5,38.5,3,5,23.6,0.1955,0.0699,1.796852646638054,23.3
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_36,sum_ros,ros,b,2,senescent,32.3666666666667,32.3666666666667,R_W,R,W,23.9,34.7,23.1875,40.5,38.5,2.5,4,25.4333333333333,0.1735,0.0503,2.449304174950298,20.119999999999997
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_37,sum_ros,ros,b,1,green,32.8333333333333,33.9333333333333,"NA_NA",NA,NA,23.9,34.7,23.1875,40.5,38.5,6,8,30.1,0.659,0.2296,1.8702090592334495,38.266666666666666
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_37,sum_ros,ros,b,2,green,34.6333333333333,34.1666666666667,"NA_NA",NA,NA,23.9,34.7,23.1875,40.5,38.5,4,5,23.2666666666667,0.255,0.077,2.311688311688312,19.25
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_37,sum_ros,ros,b,3,green,33.6,33.1333333333333,"NA_NA",NA,NA,23.9,34.7,23.1875,40.5,38.5,6,6,25.3666666666667,0.72,0.2167,2.3225657591139823,36.11666666666667
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_38,sen,rep,NA,4,senescent,NA,NA,NA,NA,NA,23.9,34.7,23.1875,40.5,38.5,NA,NA,NA,0.039,0.0359,0.08635097493036208,NA
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_38,sen,rep,NA,5,senescent,NA,NA,NA,NA,NA,23.9,34.7,23.1875,40.5,38.5,NA,NA,NA,0.033,0.0292,0.1301369863013699,NA
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_38,sen,rep,NA,6,senescent,NA,NA,NA,NA,NA,23.9,34.7,23.1875,40.5,38.5,NA,NA,NA,0.0255,0.0224,0.13839285714285707,NA
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_38,sen,rep,NA,8,senescent,NA,NA,NA,NA,NA,23.9,34.7,23.1875,40.5,38.5,NA,NA,NA,0.0085,0.0076,0.11842105263157902,NA
CJ,187,7,jul,summer,Alliaria petiolata,SO,CJ_SO_38,sen,rep,NA,NA,senescent,NA,NA,NA,NA,NA,23.9,34.7,23.1875,40.5,38.5,NA,NA,NA,0.164,0.0728,1.2527472527472527,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_39,sum_ros,ros,b,1,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,4,5,25.5333333333333,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_39,sum_ros,ros,b,2,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3.5,6,21.9333333333333,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_39,sum_ros,ros,b,3,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,21.2666666666667,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_40,sum_ros,ros,b,1,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,6,25.4,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_40,sum_ros,ros,b,2,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,4,5.5,27.4666666666667,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_40,sum_ros,ros,b,3,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,4,4.5,18,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_41,sum_ros,ros,b,1,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,20.4333333333333,0.202,0.041,3.926829268292683,13.666666666666666
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_41,sum_ros,ros,b,2,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,21.5,0.2055,0.034,5.0441176470588225,11.333333333333334
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_41,sum_ros,ros,b,3,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,23.0333333333333,0.3405,0.046,6.402173913043479,15.333333333333334
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_42,sum_ros,ros,b,1,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,2,3,22.8,0.1005,0.018,4.583333333333334,9
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_42,sum_ros,ros,b,2,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,22.1333333333333,0.244,0.042,4.809523809523809,14
CJ,206,7,jul,summer,Alliaria petiolata,SO,CJ_SO_42,sum_ros,ros,b,3,green,NA,NA,NA,NA,NA,20.1,26.5,20,27,26,3,4,20.3333333333333,0.194,0.042,3.6190476190476186,14
CJ,225,8,aug,summer,Alliaria petiolata,SO,CJ_SO_43,sum_ros,ros,b,1,presenescent,33,32.6,R_W,R,W,21.5,29.6,19.6041666666667,29.5,28.5,NA,NA,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SO,CJ_SO_43,sum_ros,ros,b,2,presenescent,35.5,34.8,R_W,R,W,21.5,29.6,19.6041666666667,29.5,28.5,NA,NA,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SO,CJ_SO_43,sum_ros,ros,b,3,presenescent,33.6,32.9,R_W,R,W,21.5,29.6,19.6041666666667,29.5,28.5,NA,NA,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SO,CJ_SO_44,sum_ros,ros,b,1,green,27.7,29.2,R_W,R,W,21.5,29.6,19.6041666666667,29.5,28.5,NA,NA,NA,NA,NA,NA,NA
